Dataset,Code,Project,owner,project,sha-p,sha,sha-reg,sha-reg-p,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
SECBENCH,,https://github.com/MISP/MISP,MISP,MISP,62a3da46f2aeb728544665c51bb39172df2196bd,0614db919e0cb0f463354aedb4bd20f1a8d4cf0b,85e7f66ada595ca163cbd24634437c11decc9983,bb642579b6743380b00e801bc2f30e116950d9cf,-7014.31121058972,-6993.488845282693,-20.822365307027212,-33811.285375092564,-33778.66445699763,-32.620918094937224,-66508.39245894055,-66456.39245894055,-52.0,-9523.857142857141,-9564.857142857141,41.0,-20222.68786433492,-20218.45813460519,-4.229729729730025,9127.525434610205,16959.11197690471,-7831.586542294506,18818.0,18818.0,0.0,16129.585300717772,16180.371763668869,-50.78646295109684,0.0,0.0,0.0,0.0,0.0,0.0,15848.0,8126.0,7722.0
SECBENCH,,https://github.com/libretro/RetroArch,libretro,RetroArch,669599cfd7c2d316e9086d31e1ccaab5b5964adb,062433491fb6d7f90e4eba03a3d8d943dd59de70,b70d6292ffce37f8356099f9155bdf06600f81af,966db762cf9913719ebdd1c71ffd2c06e71c9af3,-56813.18918617611,-31985.475654830967,-24827.713531345144,-154639.65446517587,-154874.06986950585,234.41540432997863,-318249.25658107793,-318271.146703678,21.890122600074392,18600.67857142858,21401.25,-2800.5714285714203,-178618.78696343402,-178481.87254901958,-136.9144144144375,-5630.033094575706,78992.54539541871,-84622.57848999441,-109840.4736842105,59781.48684210527,-169621.9605263158,70944.13435528436,70970.05033636978,-25.915981085418025,0.0,0.0,0.0,0.0,0.0,0.0,109301.5,100627.0,8674.5
SECBENCH,,https://github.com/owncloud/core,owncloud,core,f0da7b20c12c14e0fbd9cddfbe7c5c26d43e2607,068688063eb660d35ee0dca8d3ceb53d2f243bbe,d9c3de59c157ed131b82e61038e4dbd0566e0273,605ac7eb67d419e7a143e6f0914e5c63ef13079d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECBENCH,,https://github.com/MISP/MISP,MISP,MISP,9cd1b0469d872a48afff17f5b2bfb9a6ad0ef8ee,0687d3f6f48247fbcb510c26e0966864a8fa9081,724c13fe234c03697a9838443fba491bb3d24233,42c612601ff0f99b780af235e51d700270860627,-11106.860129577404,-11106.860129577404,0.0,-52859.60396368677,-52859.60396368677,0.0,-112183.23789035392,-112183.23789035392,0.0,-13967.571428571428,-13967.571428571428,0.0,-36471.899046104925,-36471.899046104925,0.0,24921.73022906465,24921.73022906465,0.0,31410.0,31410.0,0.0,26670.980803878345,26670.980803878345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21411.0,21411.0,0.0
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,f5bf6fbc15b4f2e1c30e2bf2d6eadfbaf654aff0,072e9bf0f2266885f40eb23d54da636280b9b088,a4a12486b16899acf0e61ba7f7ec0e770457e0fa,5dd833eb034cc0b8c6852e9c90e53de80ea639d9,-34227.7713298802,-34912.818801321795,685.0474714415977,-171750.46818310334,-171225.0961263764,-525.3720567269484,-252409.07587323617,-251354.8376127689,-1054.2382604672748,-55398.82142857142,-55453.82142857142,55.0,-53791.959194488605,-53570.29570747217,-221.66348701643437,1301.088709575905,22545.88337592367,-21244.794666347763,-19908.63157894736,-7010.75,-12897.88157894736,96501.15424996903,96447.22948604725,53.92476392177923,0.0,0.0,0.0,0.0,0.0,0.0,113179.0,70493.5,42685.5
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,2c85da44da2c9bbf6fc4a52ba990660f554d320d,076b6f998c42613dd64206c0a1d0d4a6e2055efb,259303d9359232742fe5330e1acb5ad69c5ebcd7,1bfcc44b180a1e036af40a41ed08f0504774f429,-5505.677789810483,-5512.700489345227,7.022699534743879,-24565.140037061574,-24566.3381276544,1.198090592824883,-65252.720194309506,-65251.720194309506,-1.0,-725.8928571428551,-742.9285714285688,17.035714285713766,-8896.750132485426,-8895.750132485426,-1.0,-9921.260973828974,-9780.231475303899,-141.0294985250748,9370.828947368422,9371.828947368422,-1.0,22585.657349355086,22586.634660361113,-0.9773110060268664,0.0,0.0,0.0,0.0,0.0,0.0,22348.5,22151.5,197.0
SECBENCH,,https://github.com/mattpass/ICEcoder,mattpass,ICEcoder,69d8ddce7756802525bc07ac028b939e554a81ca,078068e2527747f5688997d5dc1293213de65bd1,9712c369c1f287f27e2048922675dd40caf98009,85a9cfaecdb208dce20b834bf01a131632ec9935,-1200.0313847540215,-1229.654939618108,29.6235548640866,-34276.70974628002,-34267.70974628002,-9.0,-26641.681193615543,-26654.34841545223,12.667221836687531,6540.0,6539.0,1.0,3393.174085850557,3393.074986751458,0.09909909909902126,9224.355719482874,9223.355719482874,1.0,9428.894736842105,9427.894736842105,1.0,10669.152550179815,10677.683322474735,-8.530772294920098,0.0,0.0,0.0,0.0,0.0,0.0,9662.5,9364.5,298.0
SECBENCH,,https://github.com/dlitz/pycrypto,dlitz,pycrypto,f49fd0e1b57071e52200806d095679753fe36e17,0782d68840d0ebf850516e606e398b8a5396eb64,2cd83df118feb1c6b375c94d53503ec338289c48,efa811b7c52a2bd4663bc11f77358d74edea59d7,402.56482829979655,333.65370226139737,68.91112603839917,-8591.562687807995,-2748.518256376139,-5843.044431431856,-5094.801619245894,-188.61993985658114,-4906.181679389312,-4436.142857142857,843.2857142857143,-5279.428571428572,132.9369369369374,859.0945945945947,-726.1576576576573,6640.0,1463.1994738100932,5176.800526189907,5483.815789473684,54.43421052631584,5429.381578947368,3845.402720784089,1449.6612256299761,2395.741495154113,0.0,0.0,0.0,0.0,0.0,0.0,6046.0,1604.0,4442.0
SECBENCH,,https://github.com/curl/curl,curl,curl,2497c42172307485fb60100474b68c1620041df5,0796a993171f627d546c42a8fb28e906528cc688,b45d50ccc26e172dbad499c258c2bf70777f9026,78e0ba82b01a8fe63f3413f2fa89b63b09b7c535,-21855.50816502427,-15155.95173581701,-6699.556429207258,-71109.01915163989,-67821.8105763917,-3287.2085752481944,-161910.79990747166,-155965.25570205876,-5945.544205412909,12908.357142857143,13856.07142857143,-947.7142857142862,-14039.736618971912,-15130.47535771065,1090.738738738737,-15227.68288246327,12042.410228812885,-27270.093111276154,-14833.57894736842,17580.763157894737,-32414.342105263157,21242.378714815328,20024.27946271194,1218.0992521033877,0.0,0.0,0.0,0.0,0.0,0.0,24415.0,23854.5,560.5
SECBENCH,CVE-2016-4542,https://github.com/phpmyadmin/phpmyadmin,php,php-src,d650063a0457aec56364e4005a636dc6c401f9cd,082aecfc3a753ad03be82cf14f03ac065723ec92,46fcd3fc08de938293a8a4fe25f9d1ed18457f4a,507e3b91930835b698a29bfa7ba978470d6302ef,-126485.76117345688,-126485.76117345688,0.0,-768655.4938880327,-768655.4938880327,0.0,-834031.9617395328,-834031.9617395328,0.0,-369480.14285714284,-369480.14285714284,0.0,127145.2191308956,127145.2191308956,0.0,147354.64774019478,147354.64774019478,0.0,155581.6447368421,155581.6447368421,0.0,147303.97514220703,147303.97514220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129924.5,129924.5,0.0
SECBENCH,,https://github.com/Pylons/pyramid,Pylons,pyramid,a6db36c984bd69f8a6aba80ad6db435cd4b1b93c,082d3b2cb9127f8acfd4d081e69c427a37bae91d,a62cc2264c2dda6a0588fddbc5712afea9d89837,ecbf957db6c1efbc4c90852d3a62ca4df669f5f4,-2518.09687288657,-780.8850743850307,-1737.2117985015393,-2866.787418518885,-2831.919807361812,-34.86761115707259,-130.96345130696258,-1117.3934767522553,986.4300254452927,-8325.785714285714,844.5714285714289,-9170.357142857143,-16880.503709591943,-16596.298887122415,-284.20482246952815,-5116.169769676522,-1110.8782986526342,-4005.2914710238883,-1698.4605263157891,5032.0,-6730.460526315789,4734.201860830113,3830.06829746738,904.1335633627332,0.0,0.0,0.0,0.0,0.0,0.0,5103.5,4141.0,962.5
SECBENCH,,https://github.com/php/php-src,php,php-src,c374b80dda6e07f7dbc1e43a095c075beee6ca5f,08b72ac9f12890793bc67446e4999892607bbf7b,28011fd14f9101adcfa92209039be6b218df5195,26a6d707a18701a51269969ea97b8b9b4d851d8a,-28282.456028228924,-134344.3305066461,106061.87447841719,-482336.2514397406,-789151.2116572713,306814.96021753066,-252814.8945639602,-886725.7948184131,633910.9002544528,-31248.749999999985,-398854.6785714285,367605.9285714285,75743.33995760466,133980.71383147853,-58237.37387387386,96590.79610980333,150554.17281394108,-53963.37670413776,105947.6447368421,159205.6447368421,-53258.0,99807.55491716144,150633.34859839024,-50825.793681228795,0.0,0.0,0.0,0.0,0.0,0.0,105486.0,136914.5,-31428.5
SECBENCH,,https://github.com/pfsense/pfsense,pfsense,pfsense,53aca1fdc3f7683efd90472ed7be78f793eb78bb,08cf5428d6fa7d080869574cee0f22e669b8db03,7cb5af21cf0fb59b1d6e8dedbea229af7c45e36b,6a71103ae1daf046e119484c79faf84a612e0242,-49703.99646404304,-50830.19326854714,1126.1968045040994,-137613.13244207625,-137450.38244642122,-162.74999565503094,-321655.2553782096,-321325.22669442516,-330.0286837844178,-38892.214285714275,-38926.214285714275,34.0,6389.055643879173,6477.704292527823,-88.64864864865012,-27127.20221385801,-27127.20221385801,0.0,-58493.05263157895,-58527.05263157895,34.0,40648.836667127514,40688.441293998374,-39.60462687085965,0.0,0.0,0.0,0.0,0.0,0.0,39703.0,27888.0,11815.0
SECBENCH,CVE-2014-0081,https://github.com/josh/rails,josh,rails,f706d5f945c5751072bb90d080aff154e6858435,08d0a11a3f62718d601d39e617c834759cf59bbb,b33555d3ef26dbe07472c9e1d23f3a6e49a35059,864514a460d8fdcd8766ca5a9bba2978038985aa,12225.723223832534,7454.293902186203,4771.429321646331,19947.061347677325,19755.589017925005,191.47232975231964,16793.902891510526,16518.786305806152,275.1165857043743,32219.857142857145,31762.25,457.60714285714494,14825.438261791203,15698.90063593005,-873.4623741388459,18905.161337630132,19829.237202969158,-924.0758653390258,-60177.94736842105,-61005.98684210525,828.039473684199,31472.758625280072,31035.662701336914,437.0959239431577,0.0,0.0,0.0,0.0,0.0,0.0,48271.0,948.5,47322.5
SECBENCH,,https://github.com/grails/grails-core,grails,grails-core,ba77c1be24538d86dc21aedd4d9e19373ed13ffc,08d543b74810debda7a8adb5efed41057597ad5e,c2c5ef3b761fcfa59f1f8ee797ae5ad6f6902f75,f50af150333c4f6aa7078eef35c7b85213bbbf42,5527.916491277061,3555.3002526453024,1972.6162386317587,-15842.168702476652,-13540.964312242686,-2301.2043902339665,-57082.82100393245,-54756.70182743465,-2326.1191764977993,43867.642857142855,42991.28571428572,876.3571428571377,10330.789613142559,6704.284313725497,3626.505299417062,9945.666572254611,17728.581733573348,-7782.915161318737,-106985.21052631579,-105901.06578947368,-1084.1447368421068,70146.26610295547,64493.082694019475,5653.183408935998,0.0,0.0,0.0,0.0,0.0,0.0,100899.0,77834.5,23064.5
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,phpmyadmin,phpmyadmin,b628fcc8a908d0fecf391cf2cc161691255dbbe6,0933619b6b2534b221817ea3f631cb984c258d6b,1d9cc70be202edd384c10033b1a4241233aa4f61,a7d660988481b9b3e97e09837f57bae7834e263c,-81913.23628169394,-85115.77566598076,3202.5393842868216,-342056.09334094485,-341439.3718907881,-616.7214501567651,-391713.60041637754,-391551.41656257224,-162.18385380529799,12702.785714285725,12518.071428571435,184.71428571428987,-192662.546899841,-192604.44197138314,-58.10492845784756,-1343.0364388608432,315.46786632930645,-1658.5043051901496,-141077.26315789472,-142303.7236842105,1226.4605263157864,113494.39172269378,114004.65815424552,-510.2664315517468,0.0,0.0,0.0,0.0,0.0,0.0,123523.0,89903.0,33620.0
SECBENCH,TNL-2248,https://github.com/edx/edx-platform,edx,edx-platform,2ba5d483fc46cf60dba99fb1122d36268cac8ee5,09e1f9ed71910341b1e806466d70308162dbb832,a06cc229a012fa7d6b93027233e1628d565edb95,8c3931ba0a1a8137904cf0af533fcf12fb836fd8,3363.595933260847,3257.7164538614634,105.8794793993834,-21186.233802211955,-16873.478641668724,-4312.755160543231,-26342.17076104557,-12939.306083738144,-13402.864677307427,-13228.75,-13588.571428571428,359.82142857142753,-7217.810280869104,-4510.97615262321,-2706.834128245894,26335.130395649492,23322.828417611836,3012.301978037656,25962.697368421053,20454.223684210527,5508.473684210527,23928.596412664552,21368.944743393775,2559.6516692707773,0.0,0.0,0.0,0.0,0.0,0.0,25384.5,15343.5,10041.0
SECBENCH,CVE-2015-0208,https://github.com/openssl/openssl,openssl,openssl,8106d61c354430d6bbbd7f8e7840a39efc0f5829,09f06923e636019c39c807cb59c481375e720556,848a950b715fa73070a9d1638e7630acfb0dfa4d,4e525a0b4db2b11bee15a485b6ed6622ca8948f1,-142495.81691081158,-144250.18028747535,1754.363376663765,-872231.6273438513,-872377.0246817882,145.39733793691266,-1043814.0854961833,-1043723.0804071247,-91.00508905854076,-352290.14285714284,-352193.14285714284,-97.0,173458.35585585586,173558.35585585586,-100.0,169677.79833373197,171960.1729650004,-2282.374631268438,164862.4605263158,174697.0,-9834.539473684214,163207.5718731578,163301.416250446,-93.84437728818739,0.0,0.0,0.0,0.0,0.0,0.0,172171.5,142274.5,29897.0
SECBENCH,CVE-2011-1004,https://github.com/rubinius/rubinius,rubinius,rubinius,3e134f200b26f68d6295dd809baee5e609065fd4,0a0289086b6a9e5bf1ffb0c58dba3ff5a80800b9,c2fef06437b428fd79630a650dc29d264a536adc,4f211f3b8a286263a51ea2a6cba2f7b203a85a1b,-198098.25704731414,-183992.31137183995,-14105.945675474184,-487960.4468742175,-463250.8082417419,-24709.638632475573,-1203368.7555863983,-1103106.7984732825,-100261.95711311582,-600126.8928571428,-535051.25,-65075.64285714284,-95460.46502384737,-96773.59565447799,1313.1306306306215,-130692.71061233566,-10379.679355648143,-120313.03125668752,-481.8289473684272,18702.81578947371,-19184.644736842136,228822.52942816875,221883.20221727726,6939.327210891497,0.0,0.0,0.0,0.0,0.0,0.0,308286.0,128053.0,180233.0
SECBENCH,CVE-2011-3358,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,4b7492d43680729b4a0328eddc522560dd44514b,0a636b37d3425aea7b781e7f25eaeb164ac54a3d,7a74921318f28a6293649c801b2aa7f7dc9b16cc,7018f2b1a493123799ae352fe6908f2377238bbc,196.70073150079781,196.70073150079781,0.0,-3790.35246098988,-3790.35246098988,0.0,1137.9377746935,1137.9377746935,0.0,-172.39285714285688,-172.39285714285688,0.0,2098.2567567567567,2098.2567567567567,0.0,-4646.8304778928905,-4646.8304778928905,0.0,2928.0,2928.0,0.0,2127.888579583349,2127.888579583349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2284.5,2284.5,0.0
SECBENCH,,https://github.com/postgres/postgres,postgres,postgres,11cb598c397eaa18916c1a0f944f3ead05dab971,0a73f69cb4842f46c1a080b3375b0f268ba1e5de,9c4eceb4e35e793b0ff882907755618371aecc8b,5fbbd364e8083d4fea8b5471dcecb95c50674c3d,-67478.24627402505,-45409.12064946294,-22069.12562456211,-263407.68439761695,-231909.5251610703,-31498.159236546635,-389215.19292158226,-333364.11834374274,-55851.07457783952,-8611.678571428565,-2329.28571428571,-6282.392857142855,-321308.5832008479,-313647.74006359297,-7660.8431372549385,-44360.27414326295,65638.57028243894,-109998.84442570189,87204.15789473685,146290.0,-59085.842105263146,113481.79259975124,76811.39250562343,36670.40009412781,0.0,0.0,0.0,0.0,0.0,0.0,151435.0,138419.5,13015.5
SECBENCH,,https://github.com/curl/curl,curl,curl,14b77db1b97bb382ec97535666813dea26594bd0,0aabfd99631a292a72ca601ed0e83786ce9f0ae4,2336d010ef98220e676f545e7a712b40e33dac86,b9af0d89d5e28912a10a5f9501961996559a80d2,-31482.8394257256,-26460.308555647203,-5022.530870078397,-113433.5822810333,-110487.13983956352,-2946.442441469786,-253382.0317834837,-250074.99375433725,-3307.038029146439,3994.9642857142862,6729.607142857145,-2734.6428571428587,-24875.084525702172,-23707.17223105458,-1167.912294647591,-4643.2861461834445,10281.914450081196,-14925.20059626464,1881.17105263158,31656.618421052633,-29775.447368421053,34868.455140800754,32531.080254492343,2337.374886308411,0.0,0.0,0.0,0.0,0.0,0.0,40761.0,38467.0,2294.0
SECBENCH,CVE-2011-0448,https://github.com/josh/rails,josh,rails,6b1018526fb304727ee4191afc2d8a5e29e49eea,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,11acaa172c73c5d1787184ef5545df358027462c,ff79df004c3cd1b3eb9d63e20f991331d35e51b5,12282.359916268488,8174.96634513861,4107.393571129877,16372.310058703713,15880.073682778093,492.23637592562045,14222.798056904927,13967.396483923201,255.40157298172562,27744.964285714286,27297.321428571428,447.6428571428587,15816.223900370962,16708.41149973503,-892.1875993640679,20614.98006856414,21931.609144542774,-1316.6290759786352,-43227.5,-43098.92105263157,-128.57894736842718,28344.82279242685,27923.77226446715,421.05052795970187,0.0,0.0,0.0,0.0,0.0,0.0,42935.0,1140.0,41795.0
SECBENCH,CVE-2013-4491,https://github.com/josh/rails,josh,rails,bea9c9b4c0f9bb7356ea2058118fe40495432010,0c7ac34aed1845044cd1911e5a775366d7ca41c1,b1bc3b3cd352f68d79d7e232e9520eacb56ca41e,bd4f21fbac495fb28b6be993be808509e567239e,8148.037763927922,4518.308006658023,3629.729757269899,10613.931514439011,9787.305459368938,826.6260550700736,7157.184270182744,7021.235160767985,135.94910941475882,22494.428571428572,22215.178571428572,279.25,14659.344197138316,14645.191043985162,14.153153153154562,10058.027335439772,10392.646206523246,-334.618871083474,-42520.47368421052,-42309.5,-210.97368421051942,24053.935434861327,24011.023624506328,42.911810354999034,0.0,0.0,0.0,0.0,0.0,0.0,34964.0,-580.0,35544.0
SECBENCH,,https://github.com/unbit/uwsgi,unbit,uwsgi,a559e9ea631afa9331cba77d3f1634611a6aa4ab,0cb2e6852bcee02484dea06b2c5e9c8f6cbb3138,856fd8b00fd81de165f9c84596ac7b5fa6e5070b,d60d90afe3aec58d22e9e490a4f494bdac2fe13f,-8256.70636537558,112.87759905304445,-8369.583964428624,-43190.10679990068,-378.1338784036663,-42811.972921497014,-84223.5913486005,-1609.68595882489,-82613.90538977561,4929.142857142857,537.6071428571429,4391.535714285714,2699.529146793853,385.9594594594594,2313.5696873343936,4993.403947263519,808.0,4185.403947263519,4057.67105263158,808.0,3249.67105263158,13959.887490913581,709.5292254423983,13250.358265471183,0.0,0.0,0.0,0.0,0.0,0.0,14207.0,-132.5,14339.5
